Date,Price,global_m2,m2_daily_change,PositionRatio
2020-07-22,9531.2574301578,78822.6170538,-115.24788159999298,0.6
2020-07-23,9609.16671537113,78900.6243994,78.00734559999546,1.0
2020-07-24,9548.1007270602,78900.6243994,0.0,0.6
2020-07-25,9702.45279047341,78900.6243994,0.0,0.6
2020-07-26,9933.90655423729,79027.5516058,126.92720640001062,1.0
2020-07-27,11046.5083295149,78979.9539034,-47.59770240000216,0.6
2020-07-28,10944.6129789012,79080.4379418,100.4840383999981,1.0
2020-07-29,11115.7712819988,79144.0569706,63.61902879999252,1.0
2020-07-30,11135.3907261835,79048.5555658,-95.50140480000118,0.6
2020-07-31,11338.1973407949,79793.05513279999,744.4995669999917,1.0
2020-08-01,11797.5821265342,79793.05513279999,0.0,0.6
2020-08-02,11094.0206841321,79774.446036,-18.609096799991676,0.6
2020-08-03,11236.0956805377,79827.76488399999,53.31884799999534,1.0
2020-08-04,11202.651909059,79910.17159839999,82.40671440000006,1.0
2020-08-05,11721.4384715956,79998.915474,88.74387560000469,1.0
2020-08-06,11769.3091081239,79876.62712359999,-122.28835040000558,0.6
2020-08-07,11598.9690585038,79876.62712359999,0.0,0.6
2020-08-08,11743.0086350088,79876.62712359999,0.0,0.6
2020-08-09,11680.5173661601,79812.82450599999,-63.802617599998484,0.6
2020-08-10,11870.3695447107,79816.80416959999,3.979663599995547,1.0
2020-08-11,11392.6440884278,79875.2979024,58.49373280000873,1.0
2020-08-12,11575.5124736996,79990.5665384,115.26863600000797,1.0
2020-08-13,11773.4481155465,80026.43251079999,35.865972399988095,1.0
2020-08-14,11774.4082518995,80026.55751079999,0.125,1.0
2020-08-15,11866.9103613092,80026.55751079999,0.0,0.6
2020-08-16,11899.6427535944,80065.1049256,38.54741480000666,1.0
2020-08-17,12315.7624166569,80146.1344188,81.02949319999607,1.0
2020-08-18,11992.6959962595,80021.23962600001,-124.8947927999834,0.6
2020-08-19,11736.8490645237,80077.9297136,56.69008759998542,1.0
2020-08-20,11867.5203439509,79992.82155679999,-85.10815680000815,0.6
2020-08-21,11524.6989491525,79992.97155679998,0.14999999999417923,1.0
2020-08-22,11682.2891503799,79992.97155679998,0.0,0.6
2020-08-23,11665.6092735243,79981.00856599999,-11.96299079999153,0.6
2020-08-24,11771.4080537405,80043.4819624,62.473396400004276,1.0
2020-08-25,11358.4543202805,80038.15307759999,-5.328884800008382,0.6
2020-08-26,11472.0491204559,80048.33730799999,10.18423040000198,1.0
2020-08-27,11314.6737410286,80157.34044639999,109.00313840000308,1.0
2020-08-28,11527.8830322326,80157.34244639998,0.001999999993131496,1.0
2020-08-29,11490.7623477499,80157.34244639998,0.0,0.6
2020-08-30,11698.9758329632,80199.87752479999,42.53507840000384,1.0
2020-08-31,11678.3482268849,81385.1982382,1185.3207134000113,1.0
2020-09-01,11970.364856166,81309.2329834,-75.96525480000128,0.6
2020-09-02,11414.5209336645,81288.75965420001,-20.473329199987347,0.6
2020-09-03,10261.4944095266,81270.1147846,-18.644869600015227,0.6
2020-09-04,10471.9664133255,81270.1147846,0.0,0.6
2020-09-05,10128.64358609,81270.1147846,0.0,0.6
2020-09-06,10253.2998980129,81235.4625982,-34.65218639999512,0.6
2020-09-07,10367.8783543542,81184.81709499999,-50.645503200008534,0.6
2020-09-08,10108.6354501461,81222.1348342,37.317739200007054,1.0
2020-09-09,10223.1114091175,81266.203151,44.068316799995955,1.0
2020-09-10,10334.6307302162,81308.8429958,42.639844800010906,1.0
2020-09-11,10387.0207419638,81308.8529958,0.00999999999476131,1.0
2020-09-12,10436.9778322618,81308.8529958,0.0,0.6
2020-09-13,10322.5236148451,81332.84297099999,23.989975199991022,1.0
2020-09-14,10662.719912332,81310.1847722,-22.65819879999617,0.6
2020-09-15,10779.3810249562,81270.2004802,-39.98429199999373,0.6
2020-09-16,10968.3205465809,81307.6915486,37.49106840000604,1.0
2020-09-17,10936.2927505552,81295.750561,-11.940987600013614,0.6
2020-09-18,10920.1128439509,81295.751561,0.0010000000038417056,1.0
2020-09-19,11073.7795478083,81295.751561,0.0,0.6
2020-09-20,10921.2180998247,81205.1227658,-90.62879519999842,0.6
2020-09-21,10455.3799623027,81121.1038526,-84.01891319999413,0.6
2020-09-22,10519.8391641146,81057.1845854,-63.91926720000629,0.6
2020-09-23,10233.2995687317,80996.681691,-60.50289439999324,0.6
2020-09-24,10739.0427094097,80950.03151700001,-46.65017399999488,0.6
2020-09-25,10683.6305806546,80950.03551700001,0.004000000000814907,1.0
2020-09-26,10742.0304202221,80950.03551700001,0.0,0.6
2020-09-27,10758.8242899474,80991.3515854,41.31606839998858,1.0
2020-09-28,10727.3750541204,81101.97202660001,110.62044120000792,1.0
2020-09-29,10841.1427444769,81070.0171694,-31.95485720000579,0.6
2020-09-30,10772.351766803,82005.2252163,935.208046899992,1.0
2020-10-01,10606.6173325541,81965.7470733,-39.47814300000027,0.6
2020-10-02,10570.1056777908,81965.7480733,0.0010000000038417056,1.0
2020-10-03,10555.7054339567,81965.7480733,0.0,0.6
2020-10-04,10665.618622443,82058.50050219998,92.7524288999848,1.0
2020-10-05,10772.6355995909,81989.94435909999,-68.5561430999951,0.6
2020-10-06,10596.3735493863,82028.927264,38.98290490001091,1.0
2020-10-07,10667.1943941555,82006.9615497,-21.965714299993124,0.6
2020-10-08,10902.5293637054,82092.7917881,85.83023839999805,1.0
2020-10-09,11074.1036797779,82093.0037881,0.21199999999953434,1.0
2020-10-10,11302.8542864407,82093.0037881,0.0,0.6
2020-10-11,11378.2625284629,82075.5286928,-17.475095300003886,0.6
2020-10-12,11548.401556692,81988.15321630001,-87.37547649999033,0.6
2020-10-13,11434.9687849211,81988.15321630001,0.0,0.6
2020-10-14,11417.10811391,81951.80393039998,-36.34928590002528,0.6
2020-10-15,11502.5812390415,81959.86835899999,8.06442860000243,1.0
2020-10-16,11338.9871765634,81959.867359,-0.0009999999892897904,0.6
2020-10-17,11362.8022174167,81959.867359,0.0,0.6
2020-10-18,11489.6225650497,82037.83316879999,77.96580979999271,1.0
2020-10-19,11745.8119675628,82106.38731189999,68.55414310000197,1.0
2020-10-20,11929.4572507306,82157.46535969999,51.07804779999424,1.0
2020-10-21,12848.4906177674,82058.5645976,-98.90076209999097,0.6
2020-10-22,12997.4993417884,82109.64464539998,51.08004779998737,1.0
2020-10-23,12953.4296969608,82109.64564539999,0.0010000000038417056,1.0
2020-10-24,13113.8669231444,82109.64564539999,0.0,0.6
2020-10-25,13041.6410374635,82046.4664547,-63.179190699986066,0.6
2020-10-26,13080.6561698422,82027.64612129999,-18.820333400013624,0.6
2020-10-27,13675.5239275278,81960.4352163,-67.21090499998536,0.6
2020-10-28,13290.3288497954,81904.81559689998,-55.6196194000222,0.6
2020-10-29,13475.2173007013,81867.1679301,-37.64766679998138,0.6
2020-10-30,13603.2960908825,81867.18093009999,0.012999999991734512,1.0
2020-10-31,13807.2336110462,82003.5387661,136.35783600001014,1.0
2020-11-01,13736.89941128,81999.4766239,-4.062142199996742,0.6
2020-11-02,13595.5647603741,82105.0933211,105.6166971999919,1.0
2020-11-03,13996.915398597312,82106.4473685,1.3540474000037648,1.0
2020-11-04,14129.148195499703,82309.5633929,203.1160244000057,1.0
2020-11-05,15606.46683372297,82371.8495733,62.28618039999856,1.0
2020-11-06,15618.972471361778,82371.8495733,0.0,0.6
2020-11-07,14866.356304500296,82371.8495733,0.0,0.6
2020-11-08,15500.000707188785,82293.3148241,-78.53474920000008,0.6
2020-11-09,15319.819972530682,82294.66887149999,1.3540473999892129,1.0
2020-11-10,15319.27567621274,82245.9231651,-48.74570639999001,0.6
2020-11-11,15731.241105786092,82301.6373975,55.71423240000149,1.0
2020-11-12,16289.814897720637,82339.5507247,37.91332720000355,1.0
2020-11-13,16330.06276797195,82339.54772470001,-0.0029999999969732016,0.6
2020-11-14,16102.010016949156,82339.54772470001,0.0,0.6
2020-11-15,15986.7549905903,82366.62867270001,27.080948000002536,1.0
2020-11-16,16743.05393980129,82377.4510519,10.822379199991701,1.0
2020-11-17,17682.16918702513,82367.9857201,-9.465331800005515,0.6
2020-11-18,17804.690023962594,82438.90866809999,70.92294799999218,1.0
2020-11-19,17818.668662185857,82412.6388149,-26.269853199992212,0.6
2020-11-20,18663.78185312683,82414.6388149,2.0,1.0
2020-11-21,18706.58933541788,82414.6388149,0.0,0.6
2020-11-22,18482.692631735823,82394.3281039,-20.310710999998264,0.6
2020-11-23,18373.2577597896,82464.25356869999,69.92546479999146,1.0
2020-11-24,19150.251048509646,82491.81851669999,27.564947999999276,1.0
2020-11-25,18748.393713033314,82528.78842190001,36.96990520002146,1.0
2020-11-26,17113.716871420223,82599.1988867,70.41046479999204,1.0
2020-11-27,17101.603018059614,82599.1988867,0.0,0.6
2020-11-28,17745.377312448858,82599.1988867,0.0,0.6
2020-11-29,18190.866880420806,82546.3910381,-52.80784860000131,0.6
2020-11-30,19664.407606662764,83512.3147281,965.923689999996,1.0
2020-12-01,18820.60778959673,83572.30649330001,59.991765200014925,1.0
2020-12-02,19214.87222904733,83602.09695889999,29.790465599973686,1.0
2020-12-03,19470.31120806546,83563.92392649999,-38.173032399994554,0.6
2020-12-04,18732.967090999413,83563.92392649999,0.0,0.6
2020-12-05,19114.633130917588,83563.92392649999,0.0,0.6
2020-12-06,19356.3136767972,83547.5636269,-16.360299599997234,0.6
2020-12-07,19182.176832846293,83542.10919369999,-5.45443320000777,0.6
2020-12-08,18340.97813769725,83512.11531109999,-29.99388259999978,0.6
2020-12-09,18574.69673524255,83590.7248091,78.60949800000526,1.0
2020-12-10,18294.84695149036,83544.37262689999,-46.35218220000388,0.6
2020-12-11,18061.760025716,83544.3736269,0.0010000000038417056,1.0
2020-12-12,18813.2837685564,83544.3736269,0.0,0.6
2020-12-13,19156.0825055523,83592.0911674,47.71754050000163,1.0
2020-12-14,19286.7512992402,83527.91332729999,-64.17784010000469,0.6
2020-12-15,19432.5884640561,83608.45046699999,80.53713969999808,1.0
2020-12-16,21370.7203186441,83670.2315156,61.781048600008944,1.0
2020-12-17,22789.2674160725,83764.3152383,94.08372270000109,1.0
2020-12-18,23048.7645610754,83753.3903719,-10.924866400004248,0.6
2020-12-19,23856.7735192285,83753.3903719,0.0,0.6
2020-12-20,23528.5506135593,83724.75984759998,-28.63052430000971,0.6
2020-12-21,22937.4183435418,83722.99348929999,-1.7663582999957725,0.6
2020-12-22,23756.8887685564,83657.5812909,-65.41219839999394,0.6
2020-12-23,23307.2709018118,83592.60144069999,-64.97985020000488,0.6
2020-12-24,23707.6330440678,83582.54157429999,-10.05986639999901,0.6
2020-12-25,24669.1643220339,83582.54157429999,0.0,0.6
2020-12-26,26478.0681052016,83582.54157429999,0.0,0.6
2020-12-27,26430.8565971946,83608.44538199999,25.90380770000047,1.0
2020-12-28,27039.3490199883,83636.1849063,27.73952430000645,1.0
2020-12-29,27231.2034552893,83673.63958039999,37.45467409999401,1.0
2020-12-30,28844.6136781999,83748.6744205,75.0348401000083,1.0
2020-12-31,29022.6714126242,86217.32351650001,2468.6490960000083,1.0
2021-01-01,29380.6937327878,86206.3274333,-10.996083200006979,0.6
2021-01-02,32022.6810578609,86206.3274333,0.0,0.6
2021-01-03,33277.8353050848,86254.4352973,48.107864000005065,1.0
2021-01-04,31802.1467136178,86268.20882849999,13.773531199985882,1.0
2021-01-05,34013.1741724138,86331.4323069,63.22347840000293,1.0
2021-01-06,36643.2777223846,86308.14172289999,-23.290584000002127,0.6
2021-01-07,39215.6511490356,86211.9289949,-96.2127279999986,0.6
2021-01-08,40775.4045634132,86148.7025165,-63.226478399999905,0.6
