,Date,Price,global_m2,m2_daily_change,PositionRatio,global_m2_change,next_day_price_change
3737,2023-07-26,29361.5917580362,91021.37441340002,-207.48239799997828,0.5,-0.002274306675013049,-0.005446068517686364
3738,2023-07-27,29201.6865175336,91097.1984072,75.8239937999897,1.0,0.0008330350347778293,0.0039253403223775685
3739,2023-07-28,29316.3130751023,91102.7544072,5.555999999996857,1.0,6.098980097246631e-05,0.0015030233822315164
3740,2023-07-29,29360.376179135,91102.7544072,0.0,1.0,0.0,-0.003322145627783768
3741,2023-07-30,29262.8367337814,91074.081093,-28.673314200001187,1.0,-0.00031473597463194114,-0.0014700059804264587
3742,2023-07-31,29219.8201887785,91380.0715806,305.9904875999928,1.0,0.0033597976935668683,0.009574574654735102
3743,2023-08-01,29499.5875385739,91392.4037238,12.332143200008431,1.0,0.00013495440512034662,-0.012082730855044077
3744,2023-08-02,29143.1519620105,91404.4666026,12.06287880000309,1.0,0.00013198995002317027,0.0016879745825133519
3745,2023-08-03,29192.3448617767,91488.18885059998,83.72224799997639,1.0,0.0009159535754852399,-0.004627638468209683
3746,2023-08-04,29057.2532437171,91471.15885059998,-17.029999999998836,1.0,-0.00018614424674867625,-0.00014308118310180085
3747,2023-08-05,29053.0956975453,91471.15885059998,0.0,1.0,0.0,-0.0001739012603577672
3748,2023-08-06,29048.0433275862,91460.62265499998,-10.536195599997882,1.0,-0.0001151859857511095,0.004004237341491912
3749,2023-08-07,29164.3585873758,91374.6057982,-86.016856799979,1.0,-0.0009404796764225232,0.021092622173301656
3750,2023-08-08,29779.511383986,91432.4257018,57.81990360000054,1.0,0.000632778692667646,-0.006600751230300683
3751,2023-08-09,29582.9442375804,91497.6588974,65.233195599998,1.0,0.0007134580002585711,-0.005164608519215963
3752,2023-08-10,29430.1599117475,91483.1050902,-14.553807200005394,1.0,-0.0001590620719195135,-0.001032110332141789
3753,2023-08-11,29399.784739626,91469.7660902,-13.338999999992666,1.0,-0.0001458083433748536,0.0005424924916712648
3754,2023-08-12,29415.733902104,91469.7660902,0.0,1.0,0.0,-0.004406359246013181
3755,2023-08-13,29286.1176110462,91409.5592582,-60.20683200001076,1.0,-0.0006582156550027918,0.004194960333306907
3756,2023-08-14,29408.9717127411,91378.9687458,-30.59051239999826,1.0,-0.00033465331906468165,-0.008207512270703599
3757,2023-08-15,29167.59721654,91396.8664758,17.897729999996955,1.0,0.00019586268312776767,-0.014169998492609137
3758,2023-08-16,28754.2924079486,91342.1882802,-54.67819559999043,1.0,-0.0005982502213516261,-0.07281450893551211
3759,2023-08-17,26660.5627264757,91346.298451,4.110170799991465,1.0,4.499750747566367e-05,-0.023375233501700343
3760,2023-08-18,26037.3658474576,91321.217451,-25.08099999999104,1.0,-0.0002745705127115139,0.002174411992406977
3761,2023-08-19,26093.981808007,91321.217451,0.0,1.0,0.0,0.0031612789811630293
3762,2023-08-20,26176.4721642315,91355.8363794,34.61892839999928,1.0,0.00037908965042632303,-0.0018171718427359984
3763,2023-08-21,26128.9050160725,91274.9908394,-80.84554000000935,1.0,-0.0008849521081965017,-0.005767380017314139
3764,2023-08-22,25978.2096914085,91313.072743,38.08190360000299,1.0,0.0004172216644426907,0.01824544117837168
3765,2023-08-23,26452.1935882525,91251.0676906,-62.0050523999962,1.0,-0.0006790380669207119,-0.012301409107277617
3766,2023-08-24,26126.7943331385,91311.8949578,60.8272672000021,1.0,0.0006665923888831138,-0.0032883130218362977
3767,2023-08-25,26040.881255114,91356.1389578,44.2439999999915,1.0,0.0004845370914756675,-0.001332795718542834
3768,2023-08-26,26006.1740800701,91356.1389578,0.0,1.0,0.0,0.0030833900896152233
3769,2023-08-27,26086.3612594974,91393.7682278,37.62927000000491,1.0,0.00041189645741690484,0.0006484351493500906
3770,2023-08-28,26103.2765730567,91462.8524758,69.0842479999992,1.0,0.0007558967021450425,0.06010531103930972
3771,2023-08-29,27672.2221306254,91544.406991,81.5545151999977,1.0,0.0008916681799484572,-0.013487328527597486
3772,2023-08-30,27298.997779661,91363.439327,-180.96766399999612,0.5,-0.0019768292782517127,-0.04923738215583273
3773,2023-08-31,25954.8665935126,90557.8271335,-805.6121934999974,0.5,-0.008817664915356627,-0.005859327504442291
3774,2023-09-01,25802.7885298071,90635.3641335,77.53699999999662,1.0,0.0008562153317315246,0.0025387786177033522
3775,2023-09-02,25868.2960976037,90635.3641335,0.0,1.0,0.0,0.0036435129320531168
3776,2023-09-03,25962.5475689655,90668.4217999,33.05766639999638,1.0,0.00036473253807756123,-0.006279117313405247
3777,2023-09-04,25799.5256870251,90555.7252099,-112.69658999999228,1.0,-0.0012429530343950335,-0.0006652628884153966
3778,2023-09-05,25782.3622200468,90568.8133159,13.088105999995603,1.0,0.00014453096112543307,-0.0010694114112501651
3779,2023-09-06,25754.7902676797,90484.3970587,-84.41625720000593,1.0,-0.0009320676081463475,0.017698233660155882
3780,2023-09-07,26210.6045637054,90559.8599223,75.4628636000125,1.0,0.0008339875829759258,-0.011671090997568911
3781,2023-09-08,25904.6982127411,90569.7459223,9.885999999998605,1.0,0.00010916536320260128,-0.0003890265408473814
3782,2023-09-09,25894.6205976037,90569.7459223,0.0,1.0,0.0,-0.0024389551150266753
3783,2023-09-10,25831.4647802455,90646.3796035,76.63368119999359,1.0,0.0008461289188748111,-0.02696035273372066
3784,2023-09-11,25135.0393781414,90633.1899519,-13.189651599997887,1.0,-0.00014550665628010329,0.028830765601541186
3785,2023-09-12,25859.7018068381,90647.9491795,14.759227600006852,1.0,0.00016284572580804735,0.014198344141335362
3786,2023-09-13,26226.8667524839,90415.6537563,-232.29542320000476,0.5,-0.0025626109062877322,0.012551640038851453
3787,2023-09-14,26556.056943308,90491.9910743,76.33731799999077,1.0,0.0008442931597414383,0.004389173391378343
3788,2023-09-15,26672.6160818235,90583.0150743,91.02400000000488,1.0,0.0010058790719420507,-0.004385770721122451
3789,2023-09-16,26555.6361031561,90583.0150743,0.0,1.0,0.0,-0.0020034912367802304
